,orf,hits_count,read_count,hits_count_pro,reads_count_pro,orf_len,NI_index,HFI_normalized,label
5469,YOL164W-A,0,0,0,0,182,80,1.0,
5470,YOL164W,6,46,0,0,1940,57,0.4025773195876289,
5471,YOL163W,1,11,1,4,509,132,0.6149312377210217,
5472,YOL162W,0,0,0,0,647,132,1.0,
5473,YOL161C,3,13,1,6,362,86,0.6215469613259669,
5474,YOL160W,9,476,0,0,341,2,0.2668621700879765,
5475,YOL159C-A,9,148,7,41,272,16,0.2757352941176471,
5476,YOL159C,30,765,9,120,515,16,0.14563106796116504,
5477,YOL158C,66,1037,11,116,1820,18,0.13186813186813187,
5478,YOL157C,46,913,0,0,1769,172,0.1565856416054268,
5479,YOL156W,3,10,0,0,1703,24,0.6629477392836172,
5480,YOL155W-A,0,0,0,0,134,32,1.0,
5481,YOL155C,46,729,0,0,2903,222,0.2349293833964864,
5482,YOL154W,10,82,1,5,749,4,0.3417890520694259,
5483,YOL152W,40,853,3,13,1862,1,0.14339419978517726,
5484,YOL151W,21,209,2,9,1028,2,0.519455252918288,
5485,YOL150C,0,0,3,24,311,2,1.0,
5486,YOL149W,1,2,1,21,695,7,0.8719424460431655,ess
5487,YOL148C,19,184,1,1,1814,16,0.6361631753031973,
5488,YOL147C,15,182,0,0,710,13,0.33943661971830985,
5489,YOL146W,5,17,0,0,584,30,0.3304794520547945,ess
5490,YOL145C,19,86,1,1,3233,9,0.4831425920197959,
5491,YOL144W,6,40,0,0,1454,9,0.6822558459422283,
5492,YOL143C,4,18,0,0,509,9,0.4656188605108055,
5493,YOL142W,9,47,1,6,722,21,0.2506925207756233,
5494,YOL141W,67,642,4,45,2087,14,0.13128893148059415,
5495,YOL140W,46,761,15,526,1271,14,0.10149488591660112,
5496,YOL139C,1,4,0,0,641,10,0.9516380655226208,ess
5497,YOL138C,50,370,5,49,4025,62,0.19826086956521735,
5498,YOL137W,24,385,5,19,1493,7,0.19758874748827865,
5499,YOL136C,9,89,0,0,1193,6,0.4886839899413244,
5500,YOL135C,8,74,1,2,668,37,0.3712574850299401,ess
5501,YOL134C,5,30,0,0,389,37,0.7223650385604113,
5502,YOL133W,1,6,1,4,365,37,0.5397260273972603,ess
5503,YOL132W,26,355,6,236,1415,35,0.10742049469964664,
5504,YOL131W,6,66,0,0,326,59,0.2423312883435583,
5505,YOL130W,6,29,0,0,2579,27,0.5001938735944165,ess
5506,YOL129W,16,258,11,158,554,41,0.3357400722021661,
5507,YOL128C,22,261,14,532,1127,0,0.4472049689440994,
5508,YOL127W,0,0,0,0,842,6,1.0,
5509,YOL126C,55,1323,8,206,1133,3,0.08737864077669902,
5510,YOL125W,45,881,13,644,1430,19,0.0944055944055944,
5511,YOL124C,16,89,10,260,1301,15,0.21137586471944655,
5512,YOL123W,3,44,0,0,1604,39,0.5511221945137157,ess
5513,YOL122C,36,968,1,1,1727,14,0.19571511291256516,
5514,YOL121C,0,0,7,43,824,14,1.0,
5515,YOL120C,15,102,0,0,1007,50,0.3316782522343595,
5516,YOL119C,36,458,2,8,1505,2,0.11627906976744184,
5517,YOL118C,31,998,8,449,308,16,0.12337662337662338,
5518,YOL117W,38,331,7,120,1937,33,0.19359834796076408,
5519,YOL116W,21,336,2,9,1148,13,0.2186411149825784,
5520,YOL115W,31,183,0,0,1754,2,0.11174458380843784,
5521,YOL114C,14,110,13,126,608,15,0.4588815789473684,
5522,YOL113W,32,311,5,48,1967,17,0.3070665988815455,
5523,YOL112W,44,599,2,19,1478,11,0.10148849797023003,
5524,YOL111C,27,466,7,158,638,11,0.1786833855799373,
5525,YOL110W,106,13989,13,444,713,11,0.1458625525946704,
5526,YOL109W,3,43,3,12,341,11,0.4134897360703813,
5527,YOL108C,12,159,15,296,455,11,0.27912087912087913,
5528,YOL107W,28,278,10,458,1028,11,0.2422178988326848,
5529,YOL106W,11,66,2,14,353,11,0.35127478753541075,
5530,YOL105C,19,151,0,0,1670,20,0.20838323353293411,
5531,YOL104C,14,110,8,36,1058,19,0.2741020793950851,
5532,YOL103W,31,689,0,0,1829,1,0.1815199562602515,
5533,YOL102C,3,19,4,28,692,6,0.5563583815028902,ess
5534,YOL101C,3,42,3,162,938,2,0.6982942430703625,
5535,YOL100W,26,265,1,36,3245,1,0.14761171032357473,
5536,YOL099C,5,20,0,0,491,1,0.34623217922606925,
5537,YOL098C,59,764,2,16,3113,2,0.1304208159331834,
5538,YOL097W-A,10,78,2,17,185,2,0.4648648648648649,
5539,YOL097C,13,82,2,20,1298,2,0.3983050847457627,ess
5540,YOL096C,22,132,6,33,938,2,0.17057569296375266,
5541,YOL095C,19,130,0,0,2120,5,0.41650943396226414,
5542,YOL094C,4,24,1,13,971,5,0.35015447991761073,ess
5543,YOL093W,5,29,2,28,881,14,0.358683314415437,
5544,YOL092W,13,446,3,90,926,12,0.3855291576673866,
5545,YOL091W,13,103,0,0,1829,16,0.3701476216511755,
5546,YOL090W,24,337,1,1,2894,5,0.1461644782308224,
5547,YOL089C,41,291,4,35,3092,25,0.24547218628719275,
5548,YOL088C,6,107,4,120,833,25,0.5918367346938775,
5549,YOL087C,34,689,0,0,3350,74,0.15522388059701492,
5550,YOL086W-A,28,647,11,65,272,75,0.1801470588235294,
5551,YOL086C,11,87,0,0,1046,81,0.5583173996175909,
5552,YOL085W-A,28,1568,5,47,212,122,0.19339622641509435,
5553,YOL085C,50,1916,11,496,341,122,0.12023460410557185,
5554,YOL084W,76,1412,2,19,2975,122,0.056134453781512605,
5555,YOL083W,28,503,3,53,1238,122,0.1801292407108239,
5556,YOL083C-A,3,23,3,19,140,122,0.6785714285714286,
5557,YOL082W,27,324,2,34,1247,122,0.2413793103448276,
5558,YOL081W,98,1314,4,55,9239,3,0.08929537828769347,
5559,YOL080C,9,33,5,40,869,3,0.3901035673187572,
5560,YOL079W,3,13,2,7,398,3,0.314070351758794,
5561,YOL078W,25,289,0,0,3530,4,0.30991501416430595,
5562,YOL077W-A,9,84,11,255,206,4,0.36893203883495146,
5563,YOL077C,14,73,0,0,875,7,0.24,ess
5564,YOL076W,6,52,0,0,2390,8,0.5523012552301255,
5565,YOL075C,53,983,5,16,3884,21,0.12873326467559218,
5566,YOL073C,22,213,3,126,968,5,0.22417355371900827,
5567,YOL072W,10,59,1,1,1367,15,0.2677395757132407,
5568,YOL071W,7,24,7,195,488,15,0.3012295081967213,
5569,YOL070C,24,155,8,121,1505,7,0.16279069767441862,
5570,YOL069W,14,65,0,0,1355,0,0.3335793357933579,ess
5571,YOL068C,41,292,7,106,1511,10,0.10456651224354732,
5572,YOL067C,5,88,8,42,533,20,0.476547842401501,
5573,YOL066C,8,30,0,0,1775,12,0.5318309859154929,
5574,YOL065C,20,278,3,97,1154,12,0.2435008665511265,
5575,YOL064C,8,78,0,0,1073,58,0.3671947809878845,
5576,YOL063C,37,500,6,30,2873,82,0.2895927601809955,
5577,YOL062C,14,168,14,545,1475,35,0.21559322033898304,
5578,YOL061W,53,685,4,21,1490,11,0.15369127516778525,
5579,YOL060C,73,1222,2,4,2120,2,0.11226415094339624,
5580,YOL059W,53,1548,5,41,1322,92,0.09152798789712556,
5581,YOL058W,56,1198,15,192,1262,13,0.07844690966719492,
5582,YOL057W,22,167,11,100,2135,70,0.2388758782201405,
5583,YOL056W,18,182,2,7,911,62,0.19209659714599345,
5584,YOL055C,40,480,2,24,1655,132,0.10634441087613293,
5585,YOL054W,25,259,2,5,1220,45,0.2401639344262295,
5586,YOL053W,49,486,7,16,1187,1,0.15838247683235046,
5587,YOL052C-A,3,75,4,23,185,25,0.4486486486486487,
5588,YOL052C,76,1566,7,131,1190,36,0.13865546218487396,
5589,YOL051W,15,195,2,34,3245,8,0.5436055469953776,
5590,YOL050C,5,134,6,452,320,8,0.6625,
5591,YOL049W,22,118,13,727,1475,17,0.14508474576271185,
5592,YOL048C,13,120,6,154,1106,16,0.3896925858951175,
5593,YOL047C,10,236,2,29,1133,2,0.2992056487202118,
5594,YOL046C,15,355,0,0,674,8,0.3827893175074184,
5595,YOL045W,41,692,4,21,3305,14,0.15219364599092286,
5596,YOL044W,5,36,1,9,1151,14,0.3814074717636838,
5597,YOL043C,11,73,3,7,1142,27,0.4019264448336252,
5598,YOL042W,22,108,5,46,1091,38,0.2025664527956004,
5599,YOL041C,15,160,2,30,1379,38,0.3872371283538796,
5600,YOL040C,1,1,2,3,428,2,0.5887850467289719,
5601,YOL039W,1,3,4,52,320,2,0.5,
5602,YOL038C-A,1,6,0,0,95,2,0.9052631578947368,
5603,YOL038W,4,24,0,0,764,14,0.362565445026178,
5604,YOL037C,7,61,0,0,353,2,0.4589235127478754,
5605,YOL036W,32,194,0,0,2285,55,0.16805251641137856,
5606,YOL035C,9,77,2,7,302,55,0.271523178807947,
5607,YOL034W,31,254,2,16,3281,40,0.15635476988722952,
5608,YOL033W,10,35,1,6,1610,5,0.21614906832298136,
5609,YOL032W,12,95,0,0,740,5,0.2256756756756757,
5610,YOL031C,37,324,2,13,1265,3,0.17312252964426875,
5611,YOL030W,26,250,1,11,1454,20,0.2077028885832187,
5612,YOL029C,19,150,1,53,605,11,0.18677685950413225,
5613,YOL028C,17,602,2,7,737,11,0.4735413839891452,
5614,YOL027C,15,168,5,25,1721,18,0.3213248111563045,
5615,YOL026C,12,68,2,6,341,18,0.3401759530791789,
5616,YOL025W,25,235,2,32,1982,85,0.12663975782038345,
5617,YOL024W,7,28,3,21,518,85,0.2741312741312741,
5618,YOL023W,27,153,5,40,2030,10,0.1438423645320197,
5619,YOL022C,6,24,0,0,1226,6,0.5962479608482871,
5620,YOL021C,26,133,1,3,3005,4,0.15141430948419302,ess
5621,YOL020W,42,576,5,29,1778,56,0.0905511811023622,
5622,YOL019W-A,21,450,16,118,152,56,0.13815789473684212,
5623,YOL019W,30,323,0,0,1655,8,0.11238670694864047,
5624,YOL018C,15,123,2,5,1193,28,0.4509639564124057,
5625,YOL017W,38,536,0,0,2144,85,0.11287313432835823,
5626,YOL016C,29,278,4,18,1343,160,0.21295606850335072,
5627,YOL015W,22,229,0,0,1760,17,0.1943181818181818,
5628,YOL014W,8,624,0,0,374,22,0.43315508021390375,
5629,YOL013W-B,2,17,0,0,290,2,0.8413793103448276,
5630,YOL013W-A,17,234,2,22,191,23,0.3089005235602094,
5631,YOL013C,33,1028,0,0,1655,60,0.17764350453172206,
5632,YOL012C,7,38,0,0,404,61,0.2326732673267327,
5633,YOL011W,57,560,0,0,2060,38,0.091747572815534,
5634,YOL010W,10,41,0,0,1103,38,0.4179510426110608,ess
5635,YOL009C,11,41,4,44,815,38,0.3177914110429448,
5636,YOL008W,2,83,3,33,623,38,0.8186195826645265,
5637,YOL007C,42,1347,0,0,1025,27,0.2370731707317073,
5638,YOL006C,13,114,1,4,2309,65,0.2841056734517107,
5639,YOL005C,3,26,1,1,362,0,0.6325966850828729,ess
5640,YOL004W,51,430,0,0,4610,48,0.2253796095444685,
5641,YOL003C,59,952,19,1134,1136,0,0.11619718309859155,
5642,YOL002C,62,6100,4,39,953,0,0.12067156348373555,
5643,YOL001W,17,449,0,0,881,8,0.5754824063564131,
5644,YOR001W,41,554,2,31,2201,21,0.16537937301226716,
5645,YOR002W,62,1174,2,18,1634,58,0.09179926560587516,
5646,YOR003W,96,1421,4,21,1436,15,0.0807799442896936,
5647,YOR004W,9,71,1,1,764,10,0.3036649214659686,ess
5648,YOR005C,81,1407,3,47,2834,5,0.18913196894848272,
5649,YOR006C,12,96,3,12,941,68,0.3124335812964931,
5650,YOR007C,15,126,3,61,1040,85,0.3615384615384615,
5651,YOR008C,0,0,0,0,1136,85,1.0,
5652,YOR008C-A,6,50,0,0,224,85,0.4419642857142857,
5653,YOR008W-B,7,135,5,15,101,10,0.4257425742574257,
5654,YOR009W,15,134,1,2,1463,57,0.4784688995215311,
5655,YOR010C,5,34,0,0,755,13,0.5827814569536424,
5656,YOR011W,69,808,1,8,4184,0,0.08436902485659656,
5657,YOR011W-A,8,164,0,0,206,14,0.3058252427184466,
5658,YOR012W,7,40,2,5,413,1,0.3196125907990315,
5659,YOR013W,14,84,1,3,470,6,0.28085106382978725,
5660,YOR014W,21,244,2,17,2273,42,0.289925208974923,
5661,YOR015W,5,26,0,0,359,3,0.35376044568245124,
5662,YOR016C,17,323,1,11,623,7,0.3306581059390048,
5663,YOR017W,29,286,1,7,2402,24,0.2302248126561199,
5664,YOR018W,44,337,0,0,2513,14,0.12574612017508954,
5665,YOR019W,45,656,1,38,2192,19,0.13138686131386862,
5666,YOR020C,0,0,2,3,320,3,1.0,ess
5667,YOR020W-A,2,45,5,26,272,11,0.7389705882352942,
5668,YOR021C,7,19,6,109,641,74,0.3946957878315133,
5669,YOR022C,46,557,7,88,2147,66,0.36795528644620396,
5670,YOR023C,39,571,7,134,1700,119,0.1976470588235294,
5671,YOR024W,50,975,9,176,323,119,0.12693498452012386,
5672,YOR025W,21,153,8,57,1343,14,0.2449739389426657,
5673,YOR026W,18,215,5,37,1025,24,0.2195121951219512,
5674,YOR027W,37,400,3,80,1769,6,0.17863199547767103,
5675,YOR028C,35,790,3,49,887,6,0.17700112739571588,
5676,YOR029W,52,6339,3,76,335,17,0.20298507462686569,
5677,YOR030W,54,909,3,6,1859,2,0.13824636901559978,
5678,YOR031W,26,219,14,76,209,2,0.16267942583732056,
5679,YOR032C,35,381,8,38,1304,8,0.0950920245398773,
5680,YOR032W-A,20,492,7,81,200,19,0.135,
5681,YOR033C,27,207,3,29,2108,1,0.16840607210626185,
5682,YOR034C,43,441,1,2,2249,13,0.09026233881725212,
5683,YOR034C-A,24,328,2,8,242,13,0.3677685950413223,
5684,YOR035C,17,110,5,18,2369,27,0.4246517517940059,
5685,YOR036W,5,7,0,0,866,78,0.7413394919168591,
5686,YOR037W,41,435,4,56,1100,33,0.1481818181818182,
5687,YOR038C,39,623,6,24,2627,14,0.1119147316330415,
5688,YOR039W,7,22,1,1,776,2,0.6494845360824743,
5689,YOR040W,45,690,3,75,857,3,0.10385064177362892,
5690,YOR041C,17,90,8,132,431,43,0.2111368909512761,
5691,YOR042W,45,494,8,77,1235,43,0.11336032388663968,
5692,YOR043W,28,537,1,5,1460,6,0.25,
5693,YOR044W,11,72,2,2,473,25,0.39323467230443976,
5694,YOR045W,5,98,6,40,185,4,0.3567567567567568,
5695,YOR046C,15,65,0,0,1448,11,0.4171270718232044,ess
5696,YOR047C,8,64,1,30,1334,46,0.3830584707646177,
5697,YOR048C,6,24,0,0,3020,0,0.7748344370860927,ess
5698,YOR049C,35,266,0,0,1064,17,0.14943609022556392,
5699,YOR050C,28,484,6,66,347,17,0.1239193083573487,
5700,YOR051C,13,168,2,24,1238,17,0.234248788368336,
5701,YOR052C,5,24,0,0,452,14,0.25442477876106195,
5702,YOR053W,4,44,2,33,341,29,0.498533724340176,
5703,YOR054C,42,614,4,252,2024,42,0.12796442687747034,
5704,YOR055W,18,574,2,22,434,42,0.30414746543778803,
5705,YOR056C,10,26,0,0,1379,5,0.3386511965192168,ess
5706,YOR057W,7,19,0,0,1187,2,0.3251895534962089,ess
5707,YOR058C,25,279,1,13,2657,16,0.26232593150169364,
5708,YOR059C,24,442,6,217,1352,66,0.1997041420118343,
5709,YOR060C,26,154,0,0,773,66,0.18758085381630013,
5710,YOR061W,17,130,0,0,1019,8,0.3336604514229637,
5711,YOR062C,28,1170,0,0,806,0,0.2444168734491315,
5712,YOR063W,5,33,0,0,1163,4,0.7403267411865864,
5713,YOR064C,19,192,35,4014,659,5,0.15477996965098634,
5714,YOR065W,16,123,1,29,929,37,0.2023681377825619,
5715,YOR066W,44,495,6,43,1889,3,0.09528851244044467,
5716,YOR067C,31,215,4,32,1733,124,0.18003462204270052,
5717,YOR069W,14,65,1,3,2027,7,0.18697582634435125,
5718,YOR068C,3,14,3,10,344,140,0.5930232558139535,
5719,YOR070C,22,120,5,53,1913,0,0.17041296393099845,
5720,YOR071C,24,149,4,22,1796,2,0.23273942093541206,
5721,YOR072W,30,724,3,9,314,9,0.2515923566878981,
5722,YOR072W-A,30,389,8,285,248,10,0.16532258064516128,
5723,YOR072W-B,4,19,4,15,161,4,0.3478260869565217,
5724,YOR073W,11,74,2,26,1772,4,0.37358916478555293,
5725,YOR074C,9,25,0,0,914,3,0.3643326039387309,
5726,YOR073W-A,1,3,1,4,233,3,0.6781115879828327,
5727,YOR075W,3,17,5,48,1040,3,0.5865384615384616,ess
5728,YOR076C,25,99,7,466,2243,14,0.2460989745876059,
5729,YOR077W,6,98,1,18,698,31,0.4183381088825215,ess
5730,YOR078W,5,25,0,0,644,4,0.3478260869565217,
5731,YOR079C,23,261,1,6,941,4,0.16790648246546228,
5732,YOR080W,28,153,3,30,2198,2,0.20791628753412192,
5733,YOR081C,45,447,4,11,2249,81,0.10182303245887063,
5734,YOR082C,14,52,3,12,341,81,0.25513196480938416,
5735,YOR083W,59,1137,3,29,887,30,0.08568207440811725,
5736,YOR084W,70,1040,10,156,1163,15,0.09286328460877044,
5737,YOR085W,24,893,5,11,1052,17,0.2005703422053232,
5738,YOR086C,57,405,4,88,3560,90,0.21348314606741567,
5739,YOR087W,36,304,3,13,2027,15,0.2693635915145535,
5740,YOR089C,3,26,0,0,632,15,0.4335443037974683,
5741,YOR090C,45,417,0,0,1718,17,0.10360884749708964,
5742,YOR091W,56,1775,0,0,1037,1,0.2420443587270974,
5743,YOR092W,29,363,0,0,1841,9,0.14014122759369907,
5744,YOR093C,55,450,2,3,4946,84,0.08026688232915488,
5745,YOR094W,3,64,0,0,551,9,0.3702359346642468,
5746,YOR095C,6,12,0,0,776,4,0.3904639175257732,ess
5747,YOR096W,11,50,0,0,973,16,0.38129496402877705,
5748,YOR097C,17,218,1,35,527,30,0.15939278937381404,
5749,YOR098C,10,59,1,10,3230,140,0.3962848297213623,
5750,YOR099W,66,990,2,17,1181,49,0.14902624894157493,
5751,YOR100C,23,580,4,97,983,49,0.2136317395727365,
5752,YOR101W,20,246,0,0,929,18,0.16792249730893433,
5753,YOR102W,2,4,11,369,350,18,0.9514285714285714,
5754,YOR103C,0,0,0,0,392,18,1.0,ess
5755,YOR104W,15,133,6,100,848,18,0.22995283018867926,
5756,YOR105W,7,36,0,0,326,18,0.3220858895705521,
5757,YOR106W,3,5,2,8,851,11,0.690951821386604,
5758,YOR107W,46,1160,8,142,929,18,0.15608180839612487,
5759,YOR108W,47,598,2,17,1814,6,0.11245865490628447,
5760,YOR108C-A,4,121,3,16,209,6,0.6507177033492823,
5761,YOR109W,34,269,1,2,3323,5,0.1685224195004514,
5762,YOR110W,5,34,0,0,1307,19,0.3404743687834736,
5763,YOR111W,5,28,6,74,698,19,0.3925501432664757,
5764,YOR112W,13,78,1,13,2285,19,0.26783369803063456,
5765,YOR113W,16,97,0,0,2744,4,0.2394314868804665,
5766,YOR114W,18,286,5,56,884,4,0.3212669683257919,
5767,YOR115C,9,52,7,424,806,0,0.3461538461538461,
5768,YOR116C,20,115,0,0,4382,23,0.2101780009128252,ess
5769,YOR117W,9,28,0,0,1304,4,0.4171779141104294,ess
5770,YOR118W,37,347,1,9,1703,4,0.14151497357604229,
5771,YOR119C,10,45,1,10,1454,12,0.2902338376891334,ess
5772,YOR120W,31,299,5,93,938,18,0.1439232409381663,
5773,YOR121C,8,54,5,55,305,18,0.21311475409836064,
5774,YOR122C,5,49,5,22,589,18,0.4057724957555178,
5775,YOR123C,14,83,0,0,1394,3,0.2345767575322812,
5776,YOR124C,44,233,0,0,3818,15,0.16657936092194867,
5777,YOR125C,8,41,3,22,701,11,0.4008559201141227,
5778,YOR126C,19,348,12,761,716,28,0.15083798882681565,
5779,YOR127W,18,97,0,0,3023,6,0.3718160767449553,
5780,YOR128C,3,8,1,2,1715,20,0.6530612244897959,
5781,YOR129C,16,101,1,4,2681,18,0.2021633718761656,
5782,YOR130C,12,221,2,43,878,25,0.2596810933940775,
5783,YOR131C,18,258,0,0,656,7,0.26676829268292684,
5784,YOR132W,18,447,2,8,1655,38,0.3830815709969789,
5785,YOR133W,7,91,5,145,2528,23,0.3528481012658228,
5786,YOR134W,61,1689,0,0,1229,9,0.12530512611879574,
5787,YOR135C,0,0,2,9,341,12,1.0,
5788,YOR136W,4,21,0,0,1109,12,0.33543733092876465,
5789,YOR137C,37,420,1,1,1868,20,0.1381156316916488,
5790,YOR138C,80,1002,4,591,2015,29,0.10024813895781637,
5791,YOR139C,8,168,0,0,392,29,0.32142857142857145,
5792,YOR140W,22,564,1,1,2300,29,0.21782608695652173,
5793,YOR141C,28,210,2,3,2645,4,0.1500945179584121,
5794,YOR142W,31,330,2,33,989,7,0.12537917087967645,
5795,YOR143C,7,36,0,0,959,36,0.3013555787278415,ess
5796,YOR144C,31,265,2,14,2375,6,0.11536842105263158,
5797,YOR145C,6,63,0,0,824,6,0.3434466019417476,
5798,YOR146W,3,24,0,0,305,6,0.580327868852459,
5799,YOR147W,11,54,12,263,1868,3,0.3629550321199144,
5800,YOR148C,3,31,2,9,557,74,0.7989228007181328,ess
5801,YOR149C,3,27,0,0,1550,168,0.7270967741935483,ess
5802,YOR150W,0,0,1,11,491,168,1.0,
5803,YOR151C,15,77,0,0,3674,2,0.3824169842133914,ess
5804,YOR152C,0,0,1,26,770,11,1.0,
5805,YOR153W,93,1389,2,7,4535,3,0.07122381477398015,
5806,YOR154W,12,70,1,156,1763,3,0.3624503686897334,
5807,YOR155C,17,208,5,61,1352,2,0.35798816568047337,
5808,YOR156C,18,146,0,0,2180,26,0.20825688073394494,
5809,YOR157C,10,26,1,10,785,26,0.2636942675159236,ess
5810,YOR158W,3,5,5,45,956,108,0.8190376569037657,
5811,YOR159C,4,21,0,0,284,8,0.6971830985915493,ess
5812,YOR160W,9,27,3,7,2918,15,0.3985606579849212,ess
5813,YOR161C,38,738,12,1736,1619,1,0.2260654725138975,
5814,YOR161W-A,0,0,0,0,80,7,1.0,
5815,YOR161W-B,2,259,3,33,260,7,0.4961538461538462,
5816,YOR161C-C,23,240,13,259,146,2,0.2808219178082192,
5817,YOR162C,66,598,7,202,2432,0,0.2314967105263158,
5818,YOR163W,13,165,7,49,566,0,0.5300353356890459,
5819,YOR164C,18,64,5,72,938,35,0.279317697228145,
5820,YOR165W,47,637,4,124,2330,10,0.14549356223175966,
5821,YOR166C,14,186,3,73,1376,0,0.4265988372093023,
5822,YOR167C,2,32,0,0,203,9,0.5221674876847291,
5823,YOR168W,21,99,0,0,2429,3,0.2861259777686291,ess
5824,YOR169C,7,144,2,67,464,12,0.7456896551724138,
5825,YOR170W,5,93,3,19,305,28,0.3901639344262295,
5826,YOR171C,22,242,2,12,1874,19,0.20917822838847386,
5827,YOR172W,29,256,14,143,2360,36,0.38686440677966105,
5828,YOR173W,32,742,11,192,1061,35,0.177191328934967,
5829,YOR174W,14,91,0,0,854,35,0.2529274004683841,
5830,YOR175C,31,196,4,8,1859,205,0.13986013986013987,
5831,YOR176W,11,22,1,3,1181,23,0.4987298899237934,ess
5832,YOR177C,22,167,1,5,1394,38,0.19799139167862267,
5833,YOR178C,33,173,8,137,2381,0,0.1730365392692146,
5834,YOR179C,36,411,5,252,566,48,0.15724381625441694,
5835,YOR180C,2,4,3,15,815,30,0.9251533742331288,
5836,YOR181W,9,78,1,1,1901,32,0.4792214623882167,
5837,YOR182C,4,26,1,1,602,32,0.4617940199335549,
5838,YOR183W,23,319,0,0,389,2,0.4447300771208226,
5839,YOR184W,6,51,0,0,1187,22,0.3277169334456613,
5840,YOR185C,6,207,1,1,662,0,0.527190332326284,
5841,YOR186W,38,728,7,212,434,17,0.15668202764976955,
5842,YOR186C-A,27,625,3,7,209,17,0.13875598086124402,
5843,YOR187W,8,49,0,0,1313,17,0.26123381568926124,
5844,YOR188W,40,205,0,0,3413,28,0.1582185760328157,
5845,YOR189W,7,23,2,64,350,28,0.3,
5846,YOR190W,17,56,2,8,1337,54,0.20418848167539266,
5847,YOR191W,44,258,1,34,4859,0,0.18831035192426426,
5848,YOR192C,18,157,1,3,1799,36,0.2290161200667037,
5849,YOR192C-C,1,1,0,0,236,8,0.6228813559322034,
5850,YOR193W,15,200,0,0,1130,5,0.3663716814159292,
5851,YOR194C,2,9,0,0,860,10,0.9011627906976744,ess
5852,YOR195W,22,157,0,0,2465,6,0.1436105476673428,
5853,YOR196C,18,120,13,164,1244,12,0.31189710610932475,
5854,YOR197W,34,283,10,182,1298,10,0.13405238828967642,
5855,YOR198C,11,84,3,18,1412,18,0.3640226628895184,
5856,YOR199W,26,748,4,36,329,18,0.2370820668693009,
5857,YOR200W,12,89,11,624,398,18,0.4849246231155779,
5858,YOR201C,9,25,5,13,1238,18,0.340064620355412,
5859,YOR202W,23,194,3,38,662,18,0.12235649546827795,
5860,YOR203W,26,1112,5,10,353,18,0.5382436260623229,
5861,YOR204W,9,44,0,0,1814,36,0.2783902976846748,ess
5862,YOR205C,33,188,8,141,1670,5,0.21976047904191615,
5863,YOR206W,9,88,0,0,2132,7,0.5023452157598499,ess
5864,YOR207C,27,140,1,6,3449,136,0.4372281820817629,ess
5865,YOR208W,5,29,6,33,2252,11,0.4964476021314387,
5866,YOR209C,17,84,1,6,1289,24,0.3630721489526765,
5867,YOR210W,1,1,0,0,212,24,0.5283018867924528,ess
5868,YOR211C,32,171,1,7,2645,14,0.1784499054820416,
5869,YOR212W,39,530,7,633,1271,6,0.13611329661683713,
5870,YOR213C,17,165,2,15,746,22,0.22117962466487934,
5871,YOR214C,10,189,0,0,710,6,0.2028169014084507,
5872,YOR215C,7,94,4,10,557,15,0.3087971274685817,
5873,YOR216C,39,487,4,16,1454,62,0.1533700137551582,
5874,YOR217W,17,90,2,3,2585,0,0.44410058027079297,ess
5875,YOR218C,1,6,2,6,419,0,0.7183770883054893,
5876,YOR219C,57,615,3,12,2795,76,0.1699463327370304,
5877,YOR220W,12,90,7,343,797,76,0.2910915934755333,
5878,YOR221C,16,52,3,46,1082,18,0.5295748613678374,
5879,YOR222W,76,3453,3,63,923,32,0.13109425785482126,
5880,YOR223W,21,148,10,84,878,111,0.1560364464692483,
5881,YOR224C,7,52,0,0,440,120,0.4863636363636364,ess
5882,YOR225W,7,80,0,0,329,120,0.5045592705167173,
5883,YOR226C,15,242,12,572,470,120,0.30851063829787234,
5884,YOR227W,64,507,2,17,3740,19,0.1874331550802139,
5885,YOR228C,18,218,2,2,908,19,0.15198237885462554,
5886,YOR229W,67,1126,3,116,1403,16,0.15965787598004275,
5887,YOR230W,34,385,5,97,1313,21,0.12795125666412796,
5888,YOR231W,40,563,1,2,1526,8,0.09567496723460027,
5889,YOR231C-A,5,91,3,43,200,0,0.345,
5890,YOR232W,5,37,0,0,686,20,0.3892128279883382,ess
5891,YOR233W,45,488,3,14,2402,4,0.16028309741881766,
5892,YOR234C,4,15,2,21,850,0,0.4529411764705882,
5893,YOR235W,4,5,0,0,314,15,0.5318471337579618,
5894,YOR236W,11,31,2,3,635,15,0.2188976377952756,
5895,YOR237W,14,97,3,18,1304,5,0.3075153374233129,
5896,YOR238W,20,114,4,181,911,2,0.27771679473106475,
5897,YOR239W,31,153,7,62,1887,38,0.11393746687864335,
5898,YOR241W,7,31,4,53,1646,4,0.6476306196840826,
5899,YOR242C,31,200,3,19,1115,4,0.3085201793721973,
5900,YOR243C,5,27,3,10,2030,3,0.39064039408867,
5901,YOR244W,5,17,0,0,1337,21,0.4599850411368736,ess
5902,YOR245C,14,107,13,113,1256,5,0.34394904458598724,
5903,YOR246C,14,66,1,26,992,5,0.3125,
5904,YOR247W,10,115,0,0,632,1,0.2800632911392405,
5905,YOR248W,8,111,1,1,302,1,0.2317880794701987,
5906,YOR249C,7,16,0,0,2057,1,0.7554691298006806,ess
5907,YOR250C,14,80,0,0,1337,4,0.2632759910246821,ess
