,orf,hits_count,read_count,hits_count_pro,reads_count_pro,orf_len,NI_index,HFI_normalized,label
426,YBR169C,47,660,0,0,2081,3,0.13887554060547813,
427,YBR170C,20,100,0,0,1742,5,0.3461538461538461,
428,YBR171W,8,47,2,7,620,5,0.3467741935483871,
429,YBR172C,40,461,3,31,2222,37,0.15076507650765075,
430,YBR173C,0,0,5,10,446,2,1.0,
431,YBR174C,10,86,4,138,314,2,0.3726114649681528,
432,YBR175W,20,481,17,862,947,16,0.13938753959873285,
433,YBR176W,12,120,2,7,938,17,0.19936034115138596,
434,YBR177C,39,417,0,0,1355,75,0.15055350553505534,
435,YBR178W,24,247,0,0,374,75,0.39304812834224606,
436,YBR179C,25,111,0,0,2567,2,0.1877678223607324,
437,YBR180W,26,236,3,29,1718,23,0.11350407450523865,
438,YBR181C,1,1,0,0,1062,34,0.8860640301318268,
439,YBR182C,49,1100,10,207,1358,5,0.2025036818851252,
440,YBR182C-A,5,50,11,440,194,0,0.31958762886597936,
441,YBR183W,19,118,4,25,950,25,0.18947368421052632,
442,YBR184W,16,139,2,13,1571,4,0.21133036282622533,
443,YBR185C,2,2,4,10,836,5,0.6686602870813397,
444,YBR186W,68,814,3,18,1807,16,0.09463198671831766,
445,YBR187W,4,28,3,78,842,16,0.5391923990498813,
446,YBR188C,7,22,1,5,422,0,0.27014218009478674,
447,YBR189W,1,2,0,0,1000,31,0.9209999999999999,
448,YBR190W,0,0,6,39,311,18,1.0,
449,YBR191W,1,5,0,0,870,18,0.5057471264367817,
450,YBR191W-A,0,0,0,0,74,18,1.0,
451,YBR192W,3,26,0,0,1133,13,0.6328331862312445,ess
452,YBR193C,4,19,1,4,671,15,0.4992548435171386,ess
453,YBR194W,4,24,0,0,371,1,0.4204851752021563,
454,YBR195C,13,111,5,88,1268,12,0.20662460567823346,
455,YBR196C,6,40,0,0,1664,12,0.5594951923076923,ess
456,YBR196C-A,1,4,3,8,149,12,0.6040268456375839,
457,YBR196C-B,7,72,1,75,104,4,0.6634615384615384,
458,YBR197C,44,1731,9,182,653,16,0.13476263399693722,
459,YBR198C,13,89,0,0,2396,10,0.3192821368948247,ess
460,YBR199W,33,406,0,0,1394,54,0.109038737446198,
461,YBR200W,3,19,0,0,1655,12,0.7468277945619335,
462,YBR200W-A,1,6,1,20,164,12,0.7621951219512195,
463,YBR201W,8,44,2,94,635,17,0.33700787401574805,
464,YBR201C-A,10,87,5,40,203,17,0.4532019704433498,
465,YBR202W,23,323,0,0,2537,5,0.3094205754828538,ess
466,YBR203W,59,437,8,300,2774,5,0.08147080028839221,
467,YBR204C,12,64,9,159,1127,14,0.2085181898846495,
468,YBR205W,30,381,7,133,1214,40,0.1672158154859967,
469,YBR206W,8,106,1,1,323,44,0.43034055727554177,
470,YBR207W,12,85,0,0,1397,5,0.2376521116678597,
471,YBR208C,100,1166,1,4,5507,30,0.057563101507172684,
472,YBR209W,21,438,3,38,317,30,0.33753943217665616,
473,YBR210W,3,19,7,248,428,18,0.7780373831775701,
474,YBR211C,8,98,0,0,974,18,0.5318275154004107,
475,YBR212W,34,682,2,8,2018,7,0.12190287413280475,
476,YBR213W,30,259,8,46,824,7,0.14441747572815533,
477,YBR214W,70,793,2,7,1583,13,0.08464939987365762,
478,YBR215W,17,103,5,604,1961,29,0.5843957164711882,
479,YBR216C,29,359,3,23,2024,6,0.2495059288537549,
480,YBR217W,8,34,5,75,560,1,0.4732142857142857,
481,YBR218C,75,1029,3,133,3542,42,0.0815923207227555,
482,YBR219C,32,672,4,147,804,42,0.1517412935323383,
483,YBR220C,44,699,4,122,1682,0,0.10879904875148633,
484,YBR221C,32,451,1,11,1100,0,0.13545454545454547,
485,YBR221W-A,19,284,9,89,104,2,0.2307692307692308,
486,YBR222C,62,1068,8,264,1631,2,0.09196811771919068,
487,YBR223C,37,726,2,9,1634,39,0.2527539779681763,
488,YBR223W-A,15,425,4,36,119,2,0.19327731092436976,
489,YBR224W,8,53,0,0,515,27,0.4368932038834951,
490,YBR225W,12,77,1,11,2702,6,0.27202072538860106,
491,YBR226C,2,6,1,34,410,7,0.6707317073170732,
492,YBR227C,11,58,3,146,1562,11,0.34314980793854033,
493,YBR228W,20,242,7,124,914,17,0.20678336980306344,
494,YBR229C,49,274,10,42,2864,10,0.1162709497206704,
495,YBR230C,10,153,12,552,501,10,0.40518962075848297,
496,YBR230W-A,30,683,15,116,200,2,0.085,
497,YBR231C,12,39,2,16,911,3,0.2535675082327113,
498,YBR232C,4,44,3,10,359,3,0.3593314763231198,
499,YBR233W,20,140,2,30,1241,1,0.21112006446414186,
500,YBR233W-A,3,42,0,0,284,2,0.6866197183098591,
501,YBR234C,9,41,2,10,1154,2,0.4393414211438475,ess
502,YBR235W,78,616,0,0,3362,7,0.148720999405116,
503,YBR236C,8,70,0,0,1310,9,0.7137404580152672,ess
504,YBR237W,9,34,1,13,2549,51,0.4386033738721067,ess
505,YBR238C,24,212,2,12,2195,27,0.17813211845102506,
506,YBR239C,77,1471,2,20,1589,2,0.07992448080553807,
507,YBR240C,49,1104,10,95,1352,1,0.08357988165680473,
508,YBR241C,98,1968,5,29,1466,11,0.06343792633015008,
509,YBR242W,27,384,6,37,716,3,0.393854748603352,
510,YBR243C,3,21,2,13,1346,6,0.4487369985141159,ess
511,YBR244W,8,118,0,0,488,0,0.22540983606557374,
512,YBR245C,48,513,1,2,3389,45,0.10091472410740633,
513,YBR246W,20,102,5,61,1163,11,0.27858985382631124,
514,YBR247C,3,19,1,8,1451,9,0.8966230186078566,ess
515,YBR248C,33,401,1,1,1658,9,0.2575392038600724,
516,YBR249C,17,250,0,0,1112,32,0.18345323741007194,
517,YBR250W,26,527,2,6,1571,16,0.4990451941438574,
518,YBR251W,6,34,3,15,923,16,0.43770314192849397,
519,YBR252W,2,3,0,0,443,1,0.7404063205417607,ess
520,YBR253W,0,0,0,0,365,1,1.0,
521,YBR254C,5,23,2,18,527,1,0.4250474383301708,ess
522,YBR255W,46,505,7,39,2084,23,0.18042226487523996,
523,YBR255C-A,8,258,18,424,456,23,0.5131578947368421,
524,YBR256C,8,157,5,23,716,0,0.5516759776536313,ess
525,YBR257W,7,18,0,0,839,1,0.5923718712753278,
526,YBR258C,10,198,10,271,428,5,0.37149532710280375,
527,YBR259W,31,215,4,61,2066,34,0.2734753146176186,
528,YBR260C,29,366,11,292,2000,5,0.1285,
529,YBR261C,29,480,9,210,698,15,0.14326647564469913,
530,YBR262C,13,44,6,45,320,15,0.2875,
531,YBR263W,25,273,9,159,1472,1,0.1297554347826087,
532,YBR264C,14,121,2,22,599,12,0.2353923205342237,
533,YBR265W,0,0,0,0,962,8,1.0,ess
534,YBR267W,8,32,0,0,1181,8,0.37764606265876377,
535,YBR266C,1,5,1,4,452,8,0.8738938053097345,
536,YBR268W,2,3,4,41,317,3,0.61198738170347,
537,YBR269C,9,39,9,324,416,3,0.5216346153846154,
538,YBR270C,12,120,4,33,1637,3,0.3188759926695174,
539,YBR271W,29,300,4,106,1259,3,0.1358220810166799,
540,YBR272C,24,212,10,453,1442,21,0.26074895977808604,
541,YBR273C,18,169,7,182,1310,21,0.23587786259541985,
542,YBR274W,22,223,0,0,1583,15,0.3379658875552748,
543,YBR275C,100,1376,1,4,5750,16,0.10747826086956523,
544,YBR276C,27,232,0,0,2423,11,0.14857614527445315,
545,YBR277C,13,138,3,10,401,4,0.2967581047381546,
546,YBR278W,19,156,7,57,605,23,0.19669421487603306,
547,YBR279W,12,86,0,0,1337,52,0.3089005235602094,
548,YBR280C,47,866,4,23,1913,9,0.10454783063251437,
549,YBR281C,41,361,5,268,2636,19,0.11987860394537178,
550,YBR282W,2,32,2,19,440,3,0.9636363636363636,
551,YBR283C,21,120,1,2,1472,5,0.1875,
552,YBR284W,54,691,19,1406,2393,0,0.1065608023401588,
553,YBR285W,5,51,2,2,434,4,0.4101382488479263,
554,YBR286W,68,969,1,2,1613,17,0.11469311841289526,
555,YBR287W,14,138,8,174,1283,78,0.21200311769290725,
556,YBR288C,35,418,4,63,1451,37,0.09993108201240523,
557,YBR289W,26,399,1,13,2717,30,0.3091645196908355,
558,YBR290W,12,67,11,327,965,60,0.2683937823834197,
559,YBR291C,46,1268,1,1,899,60,0.1746384872080089,
560,YBR292C,10,117,4,34,371,60,0.3045822102425876,
561,YBR293W,32,588,8,73,1424,11,0.2984550561797753,
562,YBR294W,52,668,0,0,2579,31,0.14656843737882902,
563,YBR295W,93,903,11,239,3650,0,0.07424657534246576,
564,YBR296C,50,729,4,150,1724,3,0.1571925754060325,
565,YBR296C-A,25,1474,8,88,119,6,0.15126050420168066,
566,YBR297W,37,341,15,606,1406,0,0.20056899004267426,
567,YBR298C,52,493,1,62,1844,3,0.09707158351409978,
568,YBR298C-A,0,0,0,0,221,3,1.0,
569,YBR299W,12,182,0,0,1754,3,0.4042189281641961,
570,YBR300C,1,7,0,0,497,3,0.9154929577464788,
571,YBR301W,1,4,0,0,362,3,0.9447513812154696,
572,YBR302C,0,0,0,0,1139,3,1.0,
573,YCL076W,6,72,1,2,743,2,0.6904441453566622,
574,YCL073C,4,146,0,0,1847,45,0.9848402815376286,
575,YCL069W,0,0,0,0,1376,2,1.0,
576,YCL068C,1,1,0,0,782,6,0.9322250639386188,
577,YCL067C,0,0,0,0,632,16,1.0,
578,YCL066W,0,0,0,0,527,0,1.0,
579,YCL065W,1,1,0,0,368,6,0.8831521739130435,
580,YCL064C,29,461,14,393,1082,28,0.18853974121996306,
581,YCL063W,27,397,15,116,1271,38,0.1778127458693942,
582,YCL061C,18,149,5,21,3290,17,0.19331306990881456,
583,YCL059C,1,6,0,0,950,17,0.6147368421052631,ess
584,YCL058C,12,73,13,839,458,0,0.3231441048034934,
585,YCL058W-A,8,31,1,5,341,17,0.4340175953079179,
586,YCL057C-A,22,199,14,1443,293,5,0.2252559726962457,
587,YCL057W,47,575,3,50,2138,9,0.08699719363891488,
588,YCL056C,5,13,5,120,434,9,0.4746543778801843,
589,YCL055W,11,261,5,67,1007,6,0.2482621648460775,
590,YCL054W,25,151,0,0,2525,2,0.3310891089108911,ess
591,YCL052C,15,71,3,15,1250,8,0.32799999999999996,
592,YCL051W,35,460,2,6,1751,24,0.09937178754997143,
593,YCL050C,21,151,2,22,965,18,0.2290155440414508,
594,YCL049C,14,438,8,324,938,18,0.17057569296375266,
595,YCL048W-A,4,52,1,12,239,18,0.5564853556485355,
596,YCL048W,35,717,1,3,1391,54,0.22861250898634075,
597,YCL047C,19,233,3,42,776,54,0.2345360824742268,
598,YCL045C,30,182,11,445,2282,19,0.2857142857142857,
599,YCL046W,2,3,0,0,323,21,0.5046439628482973,
600,YCL044C,29,473,4,48,1253,26,0.2450119712689545,
601,YCL043C,18,65,0,0,1568,35,0.24170918367346936,ess
602,YCL041C,10,67,19,1642,494,35,0.39878542510121456,
603,YCL042W,44,2061,3,4,359,6,0.11699164345403901,
604,YCL040W,184,10401,10,287,1502,68,0.03262316910785619,
605,YCL039W,64,935,8,56,2237,6,0.08940545373267769,
606,YCL038C,27,484,9,406,1586,9,0.1273644388398487,
607,YCL037C,18,121,6,58,1304,46,0.23236196319018404,
608,YCL036W,55,664,12,133,1700,25,0.1188235294117647,
609,YCL035C,7,176,7,71,332,25,0.2530120481927711,
610,YCL034W,38,395,15,361,1064,16,0.1193609022556391,
611,YCL033C,13,91,5,90,506,16,0.3339920948616601,
612,YCL032W,27,780,2,12,1040,26,0.1807692307692308,
613,YCL031C,5,33,2,8,893,5,0.37737961926091823,
614,YCL030C,61,907,9,333,2399,65,0.14047519799916633,
615,YCL029C,54,1517,8,193,1322,89,0.16338880484114976,
616,YCL028W,28,311,11,280,1217,89,0.15858668857847166,
617,YCL027W,26,323,1,1,1538,15,0.14434330299089726,
618,YCL026C-B,0,0,5,33,581,22,1.0,
619,YCL026C-A,11,388,3,63,581,12,0.24440619621342516,
620,YCL025C,100,2228,9,473,1901,12,0.0825881115202525,
621,YCL023C,19,252,2,44,347,12,0.3400576368876081,
622,YCL024W,67,748,2,42,3113,68,0.09669129457115323,
623,YCL022C,7,96,2,5,515,68,0.3339805825242718,
624,YCL021W-A,20,232,2,66,377,8,0.20159151193633956,
625,YCL018W,32,1041,9,173,1094,16,0.15722120658135286,
626,YCL017C,16,62,0,0,1493,20,0.2270596115204287,
627,YCL016C,14,131,5,92,1142,19,0.21453590192644484,
628,YCL014W,53,564,1,17,4910,3,0.15865580448065172,
629,YCL012C,7,81,5,63,471,13,0.22929936305732485,
630,YCL011C,24,245,8,151,1283,19,0.16289945440374126,
631,YCL010C,40,670,23,1257,779,27,0.11039794608472399,
632,YCL009C,29,297,14,726,929,171,0.16469321851453175,
633,YCL008C,60,994,7,95,1157,66,0.1961970613656007,
634,YCL007C,0,0,7,35,392,81,1.0,
635,YCL005W-A,4,19,1,4,394,81,0.8984771573604061,
636,YCL005W,14,431,8,325,770,8,0.16103896103896104,
637,YCL004W,19,274,8,68,1565,3,0.4230031948881789,
638,YCL002C,31,628,13,282,867,26,0.25144175317185696,
639,YCL001W,5,121,8,117,566,23,0.8374558303886925,
640,YCL001W-A,0,0,0,0,461,104,1.0,
641,YCL001W-B,15,312,2,34,254,198,0.2204724409448819,
642,YCR001W,22,455,6,66,314,328,0.1592356687898089,
643,YCR002C,5,50,0,0,968,87,0.8419421487603306,
644,YCR003W,7,49,4,35,551,89,0.411978221415608,
645,YCR004C,18,324,1,1,743,0,0.3068640646029609,
646,YCR005C,80,1783,17,837,1382,19,0.1316931982633864,
647,YCR006C,79,7715,19,555,473,19,0.09725158562367864,
648,YCR007C,23,321,4,189,719,59,0.12934631432545202,
649,YCR008W,40,249,1,2,1811,15,0.1706239646604086,
650,YCR009C,2,6,1,4,797,7,0.6624843161856964,
651,YCR010C,37,631,5,26,851,30,0.12103407755581667,
652,YCR011C,101,1713,0,0,3149,10,0.0682756430612893,
653,YCR012W,4,20,3,29,1250,2,0.8888,ess
654,YCR013C,6,30,12,169,647,2,0.7032457496136012,
655,YCR014C,24,349,2,163,1748,56,0.3649885583524027,
656,YCR015C,23,188,7,168,953,22,0.1794333683105981,
657,YCR016W,15,85,5,106,872,2,0.213302752293578,
658,YCR017C,32,845,4,219,2861,16,0.14924851450541768,
659,YCR018C,9,96,2,2,665,88,0.2992481203007519,
660,YCR018C-A,7,142,9,368,254,24,0.5354330708661418,
661,YCR019W,22,155,1,2,1091,14,0.25114573785517874,
662,YCR020C,18,184,0,0,647,45,0.14219474497681608,
663,YCR020C-A,5,19,12,307,266,45,0.5338345864661654,
664,YCR020W-B,1,1,5,62,236,45,0.9576271186440678,
665,YCR021C,46,946,1,24,998,47,0.14428857715430862,
666,YCR022C,45,697,18,228,344,50,0.1133720930232558,
667,YCR023C,66,881,7,79,1835,67,0.09155313351498638,
668,YCR024C,6,16,2,6,1478,75,0.6474966170500677,
669,YCR024C-B,28,624,0,0,266,24,0.2744360902255639,
670,YCR024C-A,1,33,1,2,122,24,0.5163934426229508,
671,YCR025C,34,1135,24,1477,410,9,0.17317073170731706,
672,YCR026C,53,1034,7,195,2228,9,0.197935368043088,
673,YCR027C,3,40,5,227,629,69,0.6518282988871225,
674,YCR028C,26,278,2,7,1538,37,0.12288686605981795,
675,YCR028C-A,1,7,2,13,490,37,0.5081632653061224,
676,YCR030C,43,1763,2,30,2612,17,0.2457886676875957,
677,YCR031C,5,19,0,0,720,17,0.4305555555555556,
678,YCR032W,91,993,1,20,6503,10,0.0568968168537598,
679,YCR033W,48,320,2,6,3680,17,0.14592391304347824,
680,YCR034W,7,60,0,0,1043,0,0.4372003835091083,
681,YCR035C,5,23,0,0,1184,0,0.875,ess
682,YCR036W,40,525,8,235,1001,0,0.1938061938061938,
683,YCR037C,32,266,6,459,2771,20,0.13929989173583546,
684,YCR038C,6,207,0,0,1928,6,0.8143153526970954,
685,YCR038W-A,2,48,0,0,125,6,0.8079999999999999,
686,YCR039C,0,0,0,0,632,29,1.0,
687,YCR040W,0,0,0,0,527,40,1.0,
688,YCR041W,4,11,0,0,332,40,0.7319277108433735,
689,YCR042C,29,114,0,0,4223,6,0.23916646933459626,
690,YCR043C,13,446,6,95,383,1,0.349869451697128,
691,YCR044C,3,9,2,18,1073,1,0.8042870456663559,
692,YCR045C,28,344,4,388,1475,2,0.1342372881355932,
693,YCR045W-A,5,45,1,1,350,2,0.3857142857142857,
694,YCR046C,10,66,4,64,509,11,0.4479371316306484,
695,YCR047C,2,4,0,0,827,11,0.7533252720677146,
696,YCR047W-A,1,3,0,0,206,11,0.6407766990291263,
697,YCR049C,36,387,10,318,446,11,0.17713004484304934,
698,YCR048W,83,1062,5,96,1832,15,0.12554585152838427,
699,YCR050C,9,185,0,0,308,15,0.4707792207792208,
700,YCR051W,10,46,0,0,668,0,0.3458083832335329,
701,YCR052W,8,39,0,0,1451,90,0.32184700206753963,
702,YCR053W,11,54,0,0,1544,28,0.4637305699481865,
703,YCR054C,11,117,1,4,1691,54,0.3051448846836192,ess
704,YCR057C,15,106,1,6,2771,11,0.6232407073258751,ess
705,YCR059C,30,152,29,1943,776,11,0.125,
706,YCR060W,15,190,21,942,335,11,0.2447761194029851,
707,YCR061W,78,3319,27,1014,1895,94,0.06965699208443271,
708,YCR064C,26,1716,0,0,410,94,0.5341463414634147,
709,YCR063W,12,318,2,26,473,1,0.35306553911205074,
710,YCR065W,53,537,5,73,1694,13,0.10330578512396696,
711,YCR066W,12,75,3,33,1463,2,0.2822966507177033,
712,YCR067C,53,573,0,0,3197,2,0.10760087582108227,
713,YCR068W,41,1065,6,52,1562,8,0.14916773367477593,
714,YCR069W,33,688,1,1,956,6,0.13284518828451886,
715,YCR071C,8,64,3,8,440,24,0.3386363636363636,
716,YCR072C,9,16,0,0,1547,24,0.34130575307045896,ess
717,YCR073C,55,460,1,12,3995,6,0.13992490613266584,
718,YCR073W-A,34,620,17,1391,947,6,0.2882787750791975,
719,YCR075C,15,156,8,123,782,21,0.3286445012787724,
720,YCR075W-A,1,2,7,86,227,26,0.5991189427312775,
721,YCR076C,13,91,21,371,752,10,0.2898936170212766,
722,YCR077C,20,104,3,45,2390,0,0.12887029288702928,
723,YCR079W,33,231,5,142,1328,0,0.1716867469879518,
724,YCR081W,40,196,1,1,4283,27,0.30445949101097364,
725,YCR081C-A,1,13,16,1130,236,27,0.7245762711864406,
726,YCR082W,10,71,10,77,386,27,0.3471502590673575,
727,YCR083W,16,150,7,62,383,27,0.4046997389033943,
728,YCR084C,19,78,0,0,2141,3,0.3517048108360579,
729,YCR085W,3,4,0,0,353,21,0.5127478753541076,
730,YCR086W,10,75,0,0,572,26,0.3356643356643357,
731,YCR087W,16,368,1,2,515,62,0.2601941747572816,
732,YCR087C-A,9,41,9,375,461,62,0.29067245119305857,
733,YCR088W,35,219,8,228,1778,0,0.12935883014623173,
734,YCR089W,42,1104,0,0,4829,5,0.3601159660385173,
735,YCR090C,13,220,9,143,548,5,0.3138686131386861,
736,YCR091W,67,778,3,8,2162,2,0.12303422756706753,
737,YCR092C,30,210,3,26,3056,1,0.16884816753926699,
738,YCR093W,33,142,1,2,6326,69,0.2622510275055327,ess
739,YCR094W,8,50,0,0,1175,77,0.43319148936170215,
740,YCR095C,10,58,2,31,1088,73,0.6645220588235294,
741,YCR095W-A,7,56,1,10,158,139,0.3037974683544304,
742,YCR096C,0,0,0,0,359,8,1.0,
743,YCR097W,0,0,0,0,486,23,1.0,
744,YCR097W-A,6,19,0,0,266,25,0.6390977443609023,
745,YCR098C,16,227,2,19,1556,33,0.2429305912596401,
746,YCR099C,9,105,4,16,467,71,0.3404710920770878,
747,YCR100C,27,160,0,0,950,71,0.14,
748,YCR101C,4,32,3,17,548,71,0.3412408759124088,
749,YCR102C,11,106,8,112,1106,0,0.5262206148282098,
750,YCR102W-A,1,3,0,0,197,30,0.8477157360406091,
751,YCR104W,3,20,0,0,374,30,0.9331550802139036,
752,YCR105W,64,1204,1,3,1085,30,0.07834101382488479,
753,YCR106W,48,466,11,170,2498,30,0.1977582065652522,
754,YCR107W,12,326,1,16,1091,30,0.3693858845096242,
755,YCR108C,30,3201,17,998,191,30,0.225130890052356,
756,YDL248W,9,262,2,22,1151,7,0.5881841876629018,
757,YDL247W-A,0,0,0,0,74,1,1.0,
758,YDL247W,1,5,0,0,1829,10,0.8234007654455987,
759,YDL246C,1,10,0,0,1073,22,0.9860205032618826,
760,YDL245C,9,36,0,0,1703,4,0.40869054609512623,
761,YDL244W,13,139,0,0,1022,11,0.30234833659491195,
762,YDL243C,15,191,4,79,989,11,0.19413549039433767,
763,YDL242W,35,614,10,214,353,10,0.1048158640226629,
764,YDL241W,4,51,4,33,371,7,0.7385444743935309,
765,YDL240C-A,40,3796,0,0,137,6,0.13138686131386862,
766,YDL240W,37,992,4,65,3053,17,0.215525712414019,
767,YDL239C,18,173,3,34,2372,1,0.2369308600337268,
768,YDL238C,54,1096,1,98,1469,8,0.13138189244383935,
769,YDL237W,13,115,6,140,1172,8,0.3822525597269625,
770,YDL236W,13,293,3,151,938,29,0.2974413646055437,
771,YDL235C,1,1,0,0,503,15,0.9622266401590456,
772,YDL234C,37,247,3,96,2240,33,0.11830357142857142,
773,YDL233W,11,191,3,18,1376,1,0.2870639534883721,
774,YDL232W,0,0,6,53,110,17,1.0,
775,YDL231C,120,2832,1,39,3377,1,0.08705952028427598,
776,YDL230W,22,92,3,11,1007,19,0.2830188679245283,
777,YDL229W,22,278,9,76,1841,6,0.4068441064638783,
778,YDL228C,6,71,9,71,641,6,0.2620904836193448,
779,YDL227C,8,258,1,28,1760,25,0.9664772727272728,
780,YDL226C,8,20,1,6,1058,8,0.4725897920604915,
781,YDL225W,10,42,12,189,1655,8,0.4640483383685801,
782,YDL224C,18,107,1,7,1949,22,0.2883530015392509,
783,YDL223C,105,902,0,0,3140,7,0.15127388535031847,
784,YDL222C,53,899,2,11,929,17,0.06673842841765339,
785,YDL221W,64,1683,6,19,551,17,0.14337568058076225,
786,YDL220C,78,1091,2,17,2774,40,0.3482335976928623,
787,YDL219W,1,28,4,35,523,40,0.8240917782026769,
788,YDL218W,24,293,1,33,953,53,0.1930745015739769,
789,YDL217C,5,15,2,2,623,27,0.35152487961476725,ess
790,YDL216C,23,220,9,57,1322,2,0.1686838124054463,
791,YDL215C,102,3790,4,176,3278,95,0.09762050030506407,
792,YDL214C,67,565,2,11,2099,13,0.16388756550738448,
793,YDL213C,24,251,5,14,677,6,0.1536189069423929,
794,YDL212W,8,102,7,232,632,10,0.40031645569620256,
795,YDL211C,8,81,0,0,1118,16,0.4740608228980322,
796,YDL210W,38,371,1,30,1715,3,0.19300291545189505,
797,YDL209C,5,16,2,26,1019,7,0.3689892051030422,ess
798,YDL208W,2,8,2,6,470,0,0.5191489361702127,ess
799,YDL207W,4,23,2,9,1616,22,0.4672029702970297,ess
800,YDL206W,29,279,3,51,2288,21,0.20804195804195805,
801,YDL205C,17,81,1,3,983,33,0.2136317395727365,
802,YDL204W,43,599,7,46,1181,36,0.109229466553768,
803,YDL203C,21,374,2,8,1871,0,0.2544094067343666,
804,YDL202W,5,57,1,5,749,0,0.5460614152202937,
805,YDL201W,19,122,2,88,860,0,0.23837209302325585,
806,YDL200C,12,159,9,566,566,0,0.2402826855123675,
807,YDL199C,25,241,6,403,2063,27,0.19486185167232187,
808,YDL198C,18,180,2,40,902,12,0.14634146341463414,
809,YDL197C,30,394,7,70,1577,14,0.1915028535193405,
810,YDL196W,19,97,14,178,329,5,0.25835866261398177,
811,YDL195W,12,77,0,0,3821,0,0.4127191834598273,
812,YDL194W,21,99,1,2,2654,7,0.26639035418236623,
813,YDL193W,6,10,0,0,1127,17,0.484472049689441,
814,YDL192W,7,32,1,1,545,4,0.3669724770642202,
815,YDL191W,4,19,0,0,853,4,0.6565064478311841,
816,YDL190C,59,597,3,40,2885,64,0.09809358752166378,
817,YDL189W,11,269,1,22,1511,168,0.2554599602911979,
818,YDL188C,29,250,1,5,1133,22,0.16857899382171224,
819,YDL187C,4,35,2,5,329,39,0.4346504559270517,
820,YDL186W,13,109,3,11,833,41,0.25570228091236497,
821,YDL185C-A,2,26,0,0,227,41,0.7753303964757711,
822,YDL185W,12,59,0,0,3215,6,0.5791601866251944,
823,YDL184C,3,9,16,356,77,6,0.7402597402597403,
824,YDL183C,27,307,3,113,962,4,0.18711018711018712,
825,YDL182W,38,647,6,25,1286,8,0.2021772939346812,
826,YDL181W,13,235,2,13,257,8,0.3385214007782101,
827,YDL180W,22,208,2,11,1643,35,0.2684114424832623,
828,YDL179W,8,36,1,1,914,0,0.2275711159737418,
829,YDL178W,49,832,2,45,1592,0,0.11683417085427135,
830,YDL177C,16,248,3,17,512,0,0.244140625,
831,YDL176W,34,440,3,11,2126,0,0.17591721542803387,
832,YDL175C,22,251,16,357,1034,0,0.17408123791102514,
833,YDL174C,79,997,20,232,1763,29,0.14180374361883152,
834,YDL173W,32,1508,8,46,887,37,0.1871476888387824,
835,YDL172C,11,260,0,0,479,37,0.3632567849686848,
836,YDL171C,147,3078,1,13,6437,4,0.12132981202423487,
837,YDL170W,44,456,7,151,1586,1,0.17843631778058008,
838,YDL169C,32,452,18,316,671,1,0.13859910581222054,
839,YDL168W,32,293,7,310,1160,8,0.14655172413793102,
840,YDL167C,21,252,2,37,2159,21,0.27281148679944417,
841,YDL166C,2,21,0,0,593,21,0.4620573355817875,ess
842,YDL165W,6,30,0,0,575,26,0.5269565217391304,
843,YDL164C,14,86,1,19,2267,11,0.4022937803264226,ess
844,YDL163W,2,5,0,0,302,11,0.7317880794701986,
845,YDL162C,30,687,4,16,356,11,0.11797752808988765,
846,YDL161W,23,124,8,130,1364,12,0.4992668621700879,
847,YDL160C-A,10,121,4,43,242,12,0.2933884297520661,
848,YDL160C,10,89,0,0,1520,1,0.3868421052631579,
849,YDL159W-A,6,27,0,0,131,1,0.3740458015267176,
850,YDL159W,29,489,13,206,1547,0,0.15255332902391727,
851,YDL159C-B,1,1,0,0,176,0,0.6818181818181818,
852,YDL158C,7,46,1,12,308,0,0.3636363636363637,
853,YDL157C,6,102,15,1100,356,0,0.4353932584269663,
854,YDL156W,52,1174,2,28,1568,12,0.24489795918367346,
855,YDL155W,19,151,0,0,1283,5,0.4341387373343726,
856,YDL154W,24,140,2,170,2705,4,0.2524953789279113,
857,YDL153C,4,12,0,0,1832,18,0.41593886462882096,ess
858,YDL152W,0,0,0,0,365,18,1.0,
859,YDL151C,1,12,1,13,581,18,0.8433734939759037,
860,YDL150W,6,46,0,0,1268,7,0.4014195583596215,ess
861,YDL149W,28,175,3,110,2993,7,0.12963581690611425,
862,YDL148C,33,185,2,2,2432,7,0.14761513157894735,ess
863,YDL147W,6,26,0,0,1337,8,0.8451757666417352,
864,YDL146W,8,89,1,1,1475,26,0.303728813559322,
865,YDL145C,21,154,1,1,3605,2,0.3525658807212205,ess
866,YDL144C,33,511,6,393,1070,2,0.12242990654205607,
867,YDL143W,11,30,0,0,1586,24,0.24968474148802014,ess
868,YDL142C,29,662,4,211,851,22,0.16216216216216214,
869,YDL141W,13,61,3,16,2072,145,0.26496138996139,ess
870,YDL140C,32,190,0,0,5201,23,0.27379350124975965,ess
871,YDL139C,7,45,2,16,671,37,0.35767511177347244,
872,YDL138W,50,852,9,133,2291,15,0.0798777826276735,
873,YDL137W,40,910,4,20,916,19,0.1572052401746725,
874,YDL136W,2,7,6,43,767,61,0.9778357235984356,
875,YDL135C,19,190,2,13,608,61,0.27631578947368424,
876,YDL134C,15,69,0,0,1109,16,0.17853922452660054,
877,YDL133C-A,0,0,8,63,77,34,1.0,
878,YDL133W,28,610,1,21,1313,25,0.16450875856816452,
879,YDL132W,15,90,0,0,2447,8,0.3150796894156109,ess
880,YDL131W,60,1750,6,44,1322,0,0.15582450832072614,
