hits_count,reads_count,hits_count_pro,ratio_hits_prom,insertion_index,NI,NI_ratio,HFI,HFI_ratio,orf,label
0.12,0.04,8,4.0,0.01891891891891892,0.2398618883200381,0.6879024059640799,0.1864864864864865,1.2753623188405796,YAL049C,non_ess
0.12,0.04,2,0.4,0.01358148893360161,0.1618655900922778,0.4532667876588021,0.1579476861167002,0.8471337579617834,YAL048C,non_ess
0.12,0.04,2,1.0,0.0060790273556231,0.07065882445821654,0.15909090909090906,0.8267477203647416,0.8382352941176471,YAL047W-A,non_ess
0.12,0.04,3,1.5,0.008565310492505356,0.10607807609948937,0.6720647773279352,0.4073875802997859,0.7253613666228647,YAL047C,non_ess
0.12,0.04,10,2.0,0.01404494382022472,0.2321671773918965,0.9280303030303028,0.42696629213483145,1.0197368421052633,YAL046C,non_ess
0.12,0.04,8,1.6,0.025,0.66504329004329,1.65,0.3084415584415585,1.3684210526315788,YAL045C,non_ess
0.12,0.04,13,2.6,0.025,0.859802847754655,1.2626262626262623,0.8855421686746988,1.0374149659863945,YAL044W-A,non_ess
0.12,0.04,10,1.25,0.025,0.5056543508287292,0.5801104972375689,0.19921875,0.8627450980392157,YAL044C,non_ess
0.12,0.04,0,0.0,0.009333899024183284,0.12208527185192435,0.4031724031724032,0.3949936359779381,0.2019334049409237,YAL043C,ess
0.12,0.04,1,0.3333333333333333,0.025,0.4171603300913646,0.639484126984127,0.2864721485411141,0.6296296296296295,YAL042C-A,non_ess
0.12,0.04,9,1.125,0.025,0.498195669607057,0.9592592592592596,0.3239775461106656,0.8960396039603962,YAL042W,non_ess
0.12,0.04,0,1.0,0.006630265210608425,0.10570277605624773,0.6372353673723536,0.7145085803432137,0.4028384279475982,YAL041W,ess
0.12,0.04,0,0.0,0.009184845005740528,0.15061143663364168,0.5301362397820163,0.30137772675086105,0.5542857142857144,YAL040C,non_ess
0.12,0.04,9,0.6428571428571429,0.025,1.1,0.9240265906932574,0.07169344870210136,1.6551724137931036,YAL039C,non_ess
0.12,0.04,0,0.0,0.008655126498002663,0.1471844462392584,0.2557377049180328,0.3475366178428761,0.4425287356321839,YAL038W,ess
0.12,0.04,3,3.0,0.003080082135523614,0.0524792136533477,0.09442622950819672,1.0,1.0,YAL037C-B,non_ess
0.12,0.04,3,1.5,0.010869565217391304,0.18509140316205533,0.19744318181818185,0.9239130434782608,0.4352941176470588,YAL037C-A,non_ess
0.12,0.04,0,1.0,0.023661270236612703,0.4101949621691765,1.2595704948646125,0.4943960149439601,0.9546599496221664,YAL037W,non_ess
0.12,0.04,2,4.0,0.02164111812443643,0.375173333535398,0.9546218487394958,0.26420198376916143,0.9556313993174058,YAL036C,non_ess
0.12,0.04,2,0.3333333333333333,0.011507479861910242,0.20852948355825227,0.7537878787878788,0.4867663981588032,1.0472813238770684,YAL034W-A,ess
0.12,0.04,15,4.0,0.025,0.6518614020950846,1.0742857142857145,0.1498791297340854,1.0591397849462365,YAL034C,non_ess
0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.4107485604606526,YAL033W,ess
0.12,0.04,4,4.0,0.01948051948051948,0.4699474079639369,0.7140495867768595,0.3636363636363637,1.2410714285714286,YAL031W-A,non_ess
0.12,0.04,3,1.0,0.012708150744960562,0.3065710084672717,0.7190082644628099,0.23444347063978965,1.338317757009346,YAL031C,non_ess
0.12,0.04,10,2.0,0.015021459227467813,0.3310183378852907,0.4666666666666666,0.4785407725321889,0.6367713004484304,YAL030W,non_ess
0.12,0.04,1,2.0,0.010419026047565118,0.28106364665911665,0.8257560975609756,0.1143827859569649,0.9485148514851484,YAL029C,non_ess
0.12,0.04,4,4.0,0.014501891551071878,0.4983748645720477,1.1877934272300472,0.18348045397225726,0.9759450171821306,YAL028W,non_ess
0.12,0.04,0,0.0,0.025,0.9783240445859872,1.5757211538461535,0.19872611464968154,0.8333333333333333,YAL027W,non_ess
0.12,0.04,0,1.0,0.011441647597254004,0.3820437643020593,0.8906249999999998,0.9931350114416476,0.5576036866359447,YAL026C-A,non_ess
0.12,0.04,0,0.0,0.005107963779893197,0.15936846993266776,0.7123809523809526,0.1351288599953564,1.111683848797251,YAL024C,non_ess
0.12,0.04,0,1.0,0.018867924528301886,0.5163650365806699,1.0324129651860745,0.12988152698551994,1.1756756756756757,YAL023C,non_ess
0.12,0.04,1,1.0,0.0154539600772698,0.4580607991324093,1.064327485380117,0.1699935608499678,1.0492424242424243,YAL022C,non_ess
0.12,0.04,4,2.0,0.007162753680859529,0.1908505677021544,0.3200364713927513,0.28969359331476324,0.28846153846153844,YAL021C,non_ess
0.12,0.04,7,0.7777777777777778,0.024975024975024976,0.6282932753520989,0.7459505541346974,0.2437562437562437,0.6885245901639345,YAL020C,non_ess
0.12,0.04,2,0.5,0.025,0.7246798895305046,0.5790476190476189,0.7346221441124781,0.9904306220095692,YAL019W-A,non_ess
0.12,0.04,3,1.0,0.006185567010309278,0.14711752577319587,0.5686153846153846,0.14727540500736375,1.568,YAL019W,non_ess
0.12,0.04,0,1.0,0.0030706243602865915,0.07377371860483428,0.3504273504273505,0.7717502558853634,0.6511936339522546,YAL018C,non_ess
0.12,0.04,0,0.0,0.015970515970515967,0.4170966420966421,1.1266666666666667,0.09312039312039312,0.8786279683377308,YAL017W,non_ess
0.12,0.04,3,0.75,0.025,1.0354954954954956,0.6922222222222223,0.5513513513513514,0.4313725490196079,YAL016C-B,non_ess
0.12,0.04,0,0.0,0.0031847133757961785,0.08715498938428876,0.12361111111111113,0.5509554140127388,1.0462427745664742,YAL016C-A,non_ess
0.12,0.04,11,1.5714285714285714,0.025,0.7232184227597069,1.317760942760943,0.1559633027522936,0.7860962566844919,YAL015C,non_ess
0.12,0.04,4,0.5714285714285714,0.01564537157757497,0.3986872274423414,0.6231237322515213,0.31290743155149936,0.5416666666666666,YAL014C,non_ess
0.12,0.04,10,1.1111111111111112,0.007991475759190195,0.1535650108810489,1.3000770416024652,0.216302610548748,1.2241379310344829,YAL011W,non_ess
0.12,0.04,0,0.0,0.0006752194463200541,0.01297508554687053,0.06355932203389833,1.0,0.16407832545577314,YAL010C,non_ess
