orf,label_FY,predictions_ABP,predictions_ACF,predictions_ACN,predictions_ACP,predictions_ADD,predictions_AND,predictions_APH,predictions_AVI,predictions_BBQ,predictions_BHH,predictions_BMK,predictions_CCD,predictions_CGQ,predictions_CHM,predictions_CIB,predictions_CLG,predictions_CNM,predictions_CNT,predictions_CPG,predictions_Sigma
YLR430W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR438C-A,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR440C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YLR459W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML130C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML127W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML126C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML114C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML105C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML098W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML093W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML092C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML085C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML077W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML065W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML064C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML049C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML046W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML043C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML025C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML023C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML015C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YML010W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR001C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR005W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR013C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR028W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR033W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR047C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR049C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR059W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR076C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR079W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR093W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR094W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR112C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR113W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR117C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR128W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR131C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR134W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR146C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR168C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR185W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR197C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR200W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR203W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR208W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR211W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR213W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR218C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR220W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR227C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR229C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR235C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR236W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR239C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR240C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR260C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR268C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR270C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR277W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR281W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR288W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR290C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR296C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR298W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR301C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR308C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR309C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YMR314W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL317W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL313C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL312W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL310C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL308C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL306W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL290W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL287W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL282W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL272C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL267W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL262W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL261W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL260C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL258C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL251C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL247W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL245C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL232W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL222W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL221C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL216W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL207W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL189W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL188W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL182C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL181W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL178W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL172W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL163C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL162W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL161W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL158W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL152W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL151C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL149C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL137C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL132W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL131W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL126W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL124W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL118C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL113W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL112W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL110C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL103W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL102W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL088W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL075W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL062C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL061W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL039W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL038W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL026W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL007C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL006W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNL002C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR003C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR011C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR016C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR017W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR026C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR035C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR038W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR043W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR046W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR053C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YNR054C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL149W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL146W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL144W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL139C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL135C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL133W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL130W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL127W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL123W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL102C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL097C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL094C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL078W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL069W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL066C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL040C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL038W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL034W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL022C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL021C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL010W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOL005C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR004W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR020C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR046C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR048C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR056C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR057W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR063W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR074C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR075W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR077W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR098C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR103C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR110W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR116C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR117W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR119C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR122C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR143C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR145C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR148C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR149C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR151C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR157C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR159C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR160W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR168W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR174W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR181W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR194C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR207C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR210W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR217W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR224C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR232W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR244W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR249C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR250C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR256C,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
YOR257W,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess,ess
